id,value
id_227,80.76354297380249
id_228,30.999891706215504
id_229,1.0202891528595321
id_230,41.07244650435018
id_231,15.986103672522809
id_232,22.102902800289325
id_233,7.8894535012311096
id_234,14.504001699503068
id_235,25.240606896210714
id_236,13.665404707132444
id_237,2.7092608778973
id_238,21.522534682587327
id_239,11.355545338770128
